Time_in_sec,Mx,My,Mz
1322936460.40967011,-0.26427409,-0.16593286,-0.83956045
1322936460.46057034,-0.26294279,-0.16559018,-0.83762717
1322936460.51364732,-0.26474428,-0.16402864,-0.84039849
1322936460.56964779,-0.26550263,-0.16415597,-0.83951098
1322936460.62164593,-0.26371276,-0.16619422,-0.83926082
1322936460.66167283,-0.26350078,-0.16568257,-0.84018242
1322936460.72064996,-0.26308119,-0.16098474,-0.84391296
1322936460.76853728,-0.26409331,-0.16455881,-0.83863044
1322936460.80964088,-0.26356709,-0.16846271,-0.83936846
1322936460.86164260,-0.26473546,-0.16616957,-0.84051496
1322936460.92056417,-0.26426712,-0.16580836,-0.83942813
1322936460.96057153,-0.26370379,-0.16632177,-0.83912647
1322936461.02056861,-0.26644346,-0.16638763,-0.84193927
1322936461.06855822,-0.26199836,-0.16469458,-0.83983827
1322936461.10964370,-0.26497149,-0.16869000,-0.84024405
1322936461.16164756,-0.26446912,-0.16237214,-0.84238774
1322936461.22164798,-0.26560032,-0.16489232,-0.84123802
1322936461.26167321,-0.26183471,-0.16621150,-0.83955199
1322936461.32068849,-0.26476130,-0.16490626,-0.84079152
1322936461.36163855,-0.26513007,-0.16578984,-0.84027463
1322936461.42164588,-0.26450706,-0.16362324,-0.84317768
1322936461.46165633,-0.26303947,-0.16645254,-0.83935326
1322936461.51270700,-0.26191777,-0.16264777,-0.84277141
1322936461.56167197,-0.26320311,-0.16493563,-0.83963960
1322936461.62065148,-0.26631191,-0.16590944,-0.83967698
1322936461.66965795,-0.26246458,-0.16329446,-0.84067237
1322936461.72063828,-0.26423925,-0.16631705,-0.83902425
1322936461.76864004,-0.26491025,-0.16729309,-0.84131366
1322936461.82064104,-0.26491466,-0.16782002,-0.83918446
1322936461.86166835,-0.26395625,-0.16667542,-0.84113091
1322936461.92065239,-0.26488918,-0.16490622,-0.84066594
1322936461.96165323,-0.26581532,-0.16603257,-0.84044480
1322936462.02053618,-0.26327583,-0.16479589,-0.84084034
1322936462.06164169,-0.26543698,-0.16542691,-0.83856785
1322936462.12170076,-0.26379839,-0.16542281,-0.84059983
1322936462.16167307,-0.26369476,-0.16544263,-0.83886683
1322936462.20968556,-0.26287019,-0.16354184,-0.84069365
1322936462.26064587,-0.26459363,-0.16592060,-0.84037584
1322936462.32198000,-0.26302329,-0.15923409,-0.84272707
1322936462.36946416,-0.26236910,-0.16532612,-0.83932340
1322936462.42056179,-0.26512513,-0.16641998,-0.84026963
1322936462.46166873,-0.26425228,-0.16349730,-0.84342980
1322936462.50967717,-0.26548153,-0.16677816,-0.84174860
1322936462.56864810,-0.26444280,-0.16579919,-0.84010249
1322936462.62064767,-0.26450300,-0.16631544,-0.83890647
1322936462.66981649,-0.26470119,-0.16539668,-0.84211284
1322936462.70965648,-0.26581040,-0.16666269,-0.84043980
1322936462.76852012,-0.26179236,-0.16443346,-0.84089118
1322936462.80953145,-0.26269808,-0.16722402,-0.83826530
1322936462.86074090,-0.26515397,-0.16578528,-0.84067452
1322936462.92302918,-0.26330781,-0.16350880,-0.84011430
1322936462.96965170,-0.26362976,-0.16528176,-0.83892417
1322936463.02145600,-0.26446965,-0.16614828,-0.83949697
1322936463.06132197,-0.26499701,-0.16614507,-0.83926141
1322936463.12070680,-0.26196292,-0.16072971,-0.84218317
1322936463.16137052,-0.26287830,-0.16555367,-0.84107774
1322936463.22134781,-0.26444912,-0.16506737,-0.83784992
1322936463.26164436,-0.26260996,-0.16200830,-0.84294856
1322936463.32068753,-0.26582626,-0.16565296,-0.84058106
1322936463.36171889,-0.26351011,-0.16557936,-0.83805817
1322936463.42166853,-0.26373911,-0.16377385,-0.84167147
1322936463.46865988,-0.26297119,-0.16392446,-0.84016520
1322936463.52065110,-0.26480961,-0.16693483,-0.83958358
1322936463.56168246,-0.26460597,-0.16644600,-0.83838004
1322936463.60969329,-0.26459059,-0.16529199,-0.84024751
1322936463.66173458,-0.26331228,-0.16504204,-0.83811098
1322936463.72167087,-0.26315406,-0.16376540,-0.83983797
1322936463.76165819,-0.26516509,-0.16616176,-0.83754432
1322936463.82063913,-0.26297095,-0.16261934,-0.84116417
1322936463.86965609,-0.26363391,-0.16779710,-0.83930421
1322936463.90966535,-0.26543337,-0.16651228,-0.83981490
1322936463.96054029,-0.26431796,-0.16715932,-0.83934796
1322936464.02064967,-0.26314414,-0.16401891,-0.83970273
1322936464.06062055,-0.26240534,-0.16235381,-0.84299326
1322936464.10964656,-0.26398000,-0.16438296,-0.84014618
1322936464.16164851,-0.26389396,-0.16439785,-0.84207422
1322936464.22065163,-0.26457161,-0.16466644,-0.83985257
1322936464.26864314,-0.26159382,-0.16532788,-0.83994335
1322936464.32065058,-0.26544094,-0.16492280,-0.83857185
1322936464.36165047,-0.26577857,-0.16767548,-0.84003192
1322936464.42164516,-0.26398495,-0.16402735,-0.84128505
1322936464.46166539,-0.26324525,-0.16641431,-0.83942509
1322936464.51822519,-0.26361045,-0.16563846,-0.84091264
1322936464.56064987,-0.26379052,-0.16615608,-0.83945811
1322936464.62064886,-0.26526508,-0.16347629,-0.84115595
1322936464.66168141,-0.26292574,-0.16542013,-0.83848453
1322936464.71360302,-0.26137847,-0.16185166,-0.84386808
1322936464.76057076,-0.26452231,-0.16450271,-0.84017622
1322936464.82164478,-0.26481929,-0.16539980,-0.83845997
1322936464.86157703,-0.26189631,-0.16212632,-0.84123933
1322936464.92064905,-0.26327798,-0.16426934,-0.83970851
1322936464.96967864,-0.26311582,-0.16669068,-0.83729064
1322936465.00965810,-0.26550850,-0.16715136,-0.83888471
1322936465.06063914,-0.26574478,-0.16549511,-0.84037143
1322936465.12151337,-0.26379442,-0.16464566,-0.83933675
1322936465.16167045,-0.26478696,-0.16437513,-0.84005946
1322936465.22167301,-0.26377347,-0.16427225,-0.83893991
1322936465.26165318,-0.26375571,-0.16654016,-0.83892202
1322936465.32166648,-0.26529801,-0.16435063,-0.84181541
1322936465.36166549,-0.26484722,-0.16589770,-0.83898908
1322936465.42053294,-0.26319185,-0.16300334,-0.84037703
1322936465.46864390,-0.26486126,-0.16440821,-0.84013671
1322936465.52065063,-0.26394463,-0.16619872,-0.83860976
1322936465.56073427,-0.26447767,-0.16541500,-0.84063870
1322936465.62057781,-0.26218808,-0.16594109,-0.84090263
1322936465.66051555,-0.26320890,-0.16216612,-0.83939481
1322936465.72064328,-0.26334503,-0.16619128,-0.83990407
1322936465.76863742,-0.26530841,-0.16512790,-0.83981800
1322936465.82052708,-0.26470286,-0.16605110,-0.83658904
1322936465.86965871,-0.26502591,-0.16651697,-0.83979160
1322936465.92065263,-0.26393622,-0.16489457,-0.83947581
1322936465.96852970,-0.26525772,-0.16652146,-0.83914071
1322936466.02165675,-0.26541153,-0.16727130,-0.83954239
1322936466.06167316,-0.26361388,-0.16629125,-0.83878297
1322936466.12065101,-0.26498273,-0.16687824,-0.84138024
1322936466.16967344,-0.26383531,-0.16551848,-0.84012949
1322936466.22164440,-0.26351434,-0.16681351,-0.83717966
1322936466.26170444,-0.26462853,-0.16828102,-0.84015423
1322936466.32164335,-0.26397398,-0.16093852,-0.84415585
1322936466.36172366,-0.26288354,-0.16565540,-0.84007412
1322936466.42065096,-0.26354674,-0.16565065,-0.83984643
1322936466.46896672,-0.26356205,-0.16260394,-0.84199494
1322936466.52063823,-0.26759577,-0.16628562,-0.83855188
1322936466.56863809,-0.26332515,-0.16669843,-0.83963346
1322936466.62057686,-0.26357600,-0.16732848,-0.83937740
1322936466.66864181,-0.26502496,-0.16389798,-0.84054834
1322936466.72058535,-0.26674095,-0.16831598,-0.83808947
1322936466.76967692,-0.26362777,-0.16553375,-0.83892220
1322936466.80966711,-0.26389563,-0.16804749,-0.83918446
1322936466.86853433,-0.26398364,-0.16805507,-0.83839256
1322936466.92066956,-0.26471290,-0.16461648,-0.84111595
1322936466.96167517,-0.26588061,-0.16549355,-0.84037924
1322936467.01417089,-0.26379400,-0.16462132,-0.84159476
1322936467.06855822,-0.26331827,-0.16529250,-0.83824223
1322936467.11321306,-0.26485467,-0.16705294,-0.83698875
1322936467.16061831,-0.26303530,-0.16565080,-0.84034848
1322936467.22154999,-0.26559401,-0.16537371,-0.84009814
1322936467.26867652,-0.26179621,-0.16061136,-0.84164327
1322936467.32064915,-0.26491895,-0.16734026,-0.83692998
1322936467.36965632,-0.26640558,-0.16614321,-0.84127474
1322936467.40964460,-0.26452386,-0.16568227,-0.83917803
1322936467.46171403,-0.26273391,-0.16671382,-0.83880252
1322936467.52064133,-0.26247758,-0.16366950,-0.84093601
1322936467.56173539,-0.26567408,-0.16538282,-0.83917290
1322936467.62064838,-0.26353869,-0.16464573,-0.83958781
1322936467.66074133,-0.26269895,-0.16579211,-0.83926570
1322936467.71347260,-0.26219648,-0.16566473,-0.83990204
1322936467.76851869,-0.26411727,-0.16528618,-0.83802229
1322936467.80952716,-0.26552832,-0.16563790,-0.83902991
1322936467.86852312,-0.26468059,-0.16678579,-0.83857453
1322936467.92153573,-0.26325309,-0.16439991,-0.83930767
1322936467.96173406,-0.26499054,-0.16486382,-0.84126282
1322936468.01264524,-0.26450980,-0.16515855,-0.83778000
1322936468.06852984,-0.26462132,-0.16513723,-0.83964592
1322936468.10921526,-0.26367670,-0.16741149,-0.83997357
1322936468.16850781,-0.26392528,-0.16527407,-0.83933955
1322936468.22167134,-0.26359507,-0.16767873,-0.83863878
1322936468.26865268,-0.26434329,-0.16486554,-0.84175712
1322936468.32166600,-0.26198515,-0.16819686,-0.83894151
1322936468.36161757,-0.26558277,-0.16673534,-0.84234524
1322936468.42057252,-0.26287156,-0.16515447,-0.83981156
1322936468.46864367,-0.26313928,-0.16565533,-0.83982313
1322936468.52055287,-0.26173982,-0.16578022,-0.84133607
1322936468.56104779,-0.26355872,-0.16615158,-0.84010899
1322936468.62059903,-0.26356021,-0.16486882,-0.84224361
1322936468.66049862,-0.26206058,-0.16465986,-0.83976895
1322936468.71253681,-0.26205865,-0.16272430,-0.84403324
1322936468.76965475,-0.26423624,-0.16642010,-0.83788782
1322936468.80967188,-0.26611742,-0.16587451,-0.83985865
1322936468.86865115,-0.26437300,-0.16528611,-0.83777124
1322936468.92119884,-0.26127362,-0.16617355,-0.84037685
1322936468.96853161,-0.26335621,-0.16654332,-0.83903199
1322936469.00864244,-0.26378375,-0.16905092,-0.83970189
1322936469.06055689,-0.26443475,-0.16552591,-0.83883548
1322936469.12054110,-0.26416469,-0.16525270,-0.84107995
1322936469.16875648,-0.26378545,-0.16477318,-0.83920246
1322936469.20975423,-0.26585177,-0.16612810,-0.83997440
1322936469.26852894,-0.26490808,-0.16726993,-0.84017771
1322936469.31006026,-0.26303089,-0.16512400,-0.84247714
1322936469.36863780,-0.26380891,-0.16693182,-0.83759403
1322936469.40954375,-0.26347449,-0.16362715,-0.84065419
1322936469.46063733,-0.26318556,-0.16692896,-0.83848816
1322936469.51252007,-0.26284462,-0.16133660,-0.84342432
1322936469.56852674,-0.26379144,-0.16502364,-0.83933377
1322936469.61265159,-0.26307356,-0.16591951,-0.83875489
1322936469.66966033,-0.26379704,-0.16524976,-0.84172308
1322936469.72157502,-0.26460192,-0.16667503,-0.83724272
1322936469.76165485,-0.26295170,-0.16617002,-0.83901173
1322936469.82158661,-0.26348254,-0.16463205,-0.84091282
1322936469.86954260,-0.26506165,-0.16500045,-0.84020334
1322936469.92168975,-0.26274061,-0.16351962,-0.83968341
1322936469.96966290,-0.26498666,-0.16637425,-0.84138417
1322936470.02126670,-0.26355827,-0.16831480,-0.83810073
1322936470.06954694,-0.26332590,-0.16627309,-0.84075886
1322936470.12152147,-0.26559058,-0.16472092,-0.84222782
1322936470.16151857,-0.26430359,-0.16688603,-0.84134138
1322936470.22169709,-0.26242077,-0.16350754,-0.84112620
1322936470.26166534,-0.26307660,-0.16654795,-0.83888322
1322936470.31251550,-0.26271570,-0.16045620,-0.84342355
1322936470.36864805,-0.26526463,-0.16563949,-0.83914763
1322936470.40954137,-0.26361588,-0.16603926,-0.83878493
1322936470.46954060,-0.26565018,-0.16538739,-0.83877307
1322936470.51265025,-0.26480654,-0.16804418,-0.83857238
1322936470.56966782,-0.26516265,-0.16538297,-0.83967501
1322936470.62065315,-0.26200938,-0.16721019,-0.83695799
1322936470.66967416,-0.26249591,-0.16414662,-0.84019601
1322936470.71365023,-0.26521847,-0.16637875,-0.84073329
1322936470.76852965,-0.26216611,-0.16438806,-0.84150356
1322936470.81264830,-0.26333132,-0.16667388,-0.83863121
1322936470.86965108,-0.26445469,-0.16602533,-0.83923137
1322936470.92166209,-0.26155901,-0.16340005,-0.84028089
1322936470.96854448,-0.26458156,-0.16615129,-0.83910489
1322936471.00957322,-0.26501504,-0.16790292,-0.83978069
1322936471.06070065,-0.26481199,-0.16625744,-0.84071100
1322936471.12164450,-0.26110125,-0.16162865,-0.84146327
1322936471.16193891,-0.26546904,-0.16398934,-0.84010124
1322936471.22166538,-0.26548299,-0.16423827,-0.84036583
1322936471.26168156,-0.26160377,-0.16276246,-0.84095228
1322936471.32063961,-0.26437563,-0.16589023,-0.84015757
1322936471.36954999,-0.26421881,-0.16451193,-0.83962756
1322936471.42165065,-0.26298651,-0.16578594,-0.83954781
1322936471.46201992,-0.26239011,-0.16640696,-0.84097010
1322936471.50966668,-0.26268300,-0.16579515,-0.83899915
1322936471.56865120,-0.26264560,-0.16338757,-0.84034306
1322936471.62064910,-0.26350090,-0.16540779,-0.83904868
1322936471.66252708,-0.26334479,-0.16589205,-0.84102839
1322936471.70964336,-0.26227158,-0.16630381,-0.83897191
1322936471.76064944,-0.26400840,-0.16591163,-0.83854270
1322936471.82066083,-0.26325452,-0.16211070,-0.84131694
1322936471.86865306,-0.26302272,-0.16530019,-0.83782691
1322936471.90964103,-0.26373431,-0.16513596,-0.84065783
1322936471.96864343,-0.26686239,-0.16761540,-0.84121639
1322936472.00965071,-0.26500505,-0.16714999,-0.83952010
1322936472.06065226,-0.26494676,-0.16537543,-0.84059244
1322936472.12065196,-0.26360980,-0.16478236,-0.83852834
1322936472.16965842,-0.26308739,-0.16415557,-0.83876878
1322936472.20964360,-0.26613441,-0.16675191,-0.84025156
1322936472.26164412,-0.26491883,-0.16487755,-0.84006327
1322936472.30964327,-0.26251993,-0.16615492,-0.84084660
1322936472.36166763,-0.26268044,-0.16300349,-0.84087914
1322936472.42065310,-0.26360375,-0.16352545,-0.83827168
1322936472.46865559,-0.26507759,-0.16499741,-0.84046990
1322936472.50964117,-0.26136857,-0.16529916,-0.83959186
1322936472.56863999,-0.26295382,-0.16793090,-0.83926439
1322936472.62157536,-0.26563734,-0.16702533,-0.83876020
1322936472.66349173,-0.26399896,-0.16500837,-0.84054106
1322936472.72165227,-0.26402330,-0.16284059,-0.84294921
1322936472.76851749,-0.26221925,-0.16377328,-0.84005022
1322936472.80952811,-0.26632434,-0.16600956,-0.83880693
1322936472.86065245,-0.26392341,-0.16653250,-0.83946294
1322936472.92063642,-0.26375708,-0.16324452,-0.84080595
1322936472.96156073,-0.26343620,-0.16554599,-0.83798146
1322936473.02155232,-0.26421592,-0.16589636,-0.83974999
1322936473.06858897,-0.26447213,-0.16473950,-0.84163254
1322936473.12063670,-0.26288804,-0.16718864,-0.83807081
1322936473.16064286,-0.26299506,-0.16563408,-0.84194005
1322936473.22063804,-0.26388013,-0.16588733,-0.84092617
1322936473.26155877,-0.26546532,-0.16751263,-0.84047335
1322936473.30865240,-0.26290730,-0.16363795,-0.84022331
1322936473.36855745,-0.26457959,-0.16640328,-0.83910286
1322936473.41267371,-0.26133952,-0.16291440,-0.83881104
1322936473.46052122,-0.26439255,-0.16576119,-0.84042513
1322936473.51791453,-0.26290175,-0.16122428,-0.84210032
1322936473.56864643,-0.26166904,-0.16466150,-0.84001219
1322936473.62064910,-0.26309448,-0.16629292,-0.83915174
1322936473.66165447,-0.26321781,-0.16375321,-0.84090424
1322936473.72165704,-0.26420301,-0.16652785,-0.83961171
1322936473.76165199,-0.26286465,-0.16603644,-0.83980459
1322936473.82063961,-0.26326606,-0.16477485,-0.83957124
1322936473.86851811,-0.26328495,-0.16439381,-0.83984077
1322936473.92052650,-0.26435512,-0.16335359,-0.84176898
1322936473.96954703,-0.26369157,-0.16652800,-0.84011382
1322936474.00992346,-0.26294085,-0.16755596,-0.83900082
1322936474.06063867,-0.26416969,-0.16562916,-0.84121025
1322936474.12070560,-0.26407212,-0.16589944,-0.83960891
1322936474.16953874,-0.26316151,-0.16492064,-0.83783764
1322936474.20989990,-0.26520348,-0.16524936,-0.84034240
1322936474.26858544,-0.26263839,-0.16844562,-0.83857846
1322936474.32063651,-0.26375163,-0.16503125,-0.83866739
1322936474.36065078,-0.26361933,-0.16450450,-0.84092158
1322936474.42064047,-0.26559302,-0.16549972,-0.84009713
1322936474.46085715,-0.26137692,-0.16212799,-0.84160811
1322936474.52074075,-0.26404724,-0.16603000,-0.83920807
1322936474.56864476,-0.26490396,-0.16576104,-0.83992302
1322936474.62166572,-0.26520354,-0.16625580,-0.84046775
1322936474.66985154,-0.26329103,-0.16565073,-0.84009743
1322936474.72063851,-0.26435772,-0.16614527,-0.83988905
1322936474.76864481,-0.26412946,-0.16561244,-0.84280187
1322936474.82065368,-0.26328358,-0.16768946,-0.83795685
1322936474.86865163,-0.26239550,-0.16680776,-0.83884239
1322936474.92159677,-0.26282889,-0.16435896,-0.84353381
1322936474.96864223,-0.26515383,-0.16752337,-0.83979142
1322936475.02064252,-0.26235521,-0.16578460,-0.84030867
1322936475.06172013,-0.26366130,-0.16625777,-0.84184062
1322936475.10972404,-0.26116604,-0.16249691,-0.84265584
1322936475.16979170,-0.26391232,-0.16489914,-0.83907598
1322936475.21257257,-0.26459849,-0.16602224,-0.83937240
1322936475.26856399,-0.26490241,-0.16603737,-0.83766305
1322936475.31265068,-0.26376063,-0.16591018,-0.83892697
1322936475.36965203,-0.26568466,-0.16598542,-0.84169251
1322936475.42064977,-0.26302642,-0.16678475,-0.84033954
1322936475.46965599,-0.26325566,-0.16399759,-0.84156865
1322936475.52170420,-0.26348302,-0.16566284,-0.83878016
1322936475.56965113,-0.26545036,-0.16738968,-0.84020776
1322936475.60956192,-0.26487330,-0.16866045,-0.83976698
1322936475.66065049,-0.26464325,-0.16538465,-0.84004378
1322936475.70864773,-0.26272482,-0.16553554,-0.83966756
1322936475.76966143,-0.26448056,-0.16576876,-0.83963323
1322936475.82168365,-0.26513973,-0.16526155,-0.83927613
1322936475.86064053,-0.26555023,-0.16588531,-0.83942777
1322936475.92067575,-0.26093018,-0.16198996,-0.84317744
1322936475.96171641,-0.26485366,-0.16398495,-0.84112871
1322936476.02067637,-0.26381549,-0.16703194,-0.83998430
1322936476.06853557,-0.26420778,-0.16069101,-0.84350693
1322936476.12064362,-0.26580897,-0.16651370,-0.83930504
1322936476.16064310,-0.26497474,-0.16687976,-0.84124690
1322936476.22064948,-0.26287618,-0.16550660,-0.84219986
1322936476.26979709,-0.26298705,-0.16462916,-0.84168142
1322936476.32171893,-0.26444870,-0.16577485,-0.83910006
1322936476.36064172,-0.26387012,-0.16513440,-0.84066558
1322936476.42064238,-0.26306921,-0.16639915,-0.84100890
1322936476.46170139,-0.26498955,-0.16498983,-0.84126180
1322936476.52065063,-0.26424235,-0.16548946,-0.84241080
1322936476.56065917,-0.26397809,-0.16564140,-0.84026957
1322936476.62065721,-0.26333770,-0.16375470,-0.84064543
1322936476.66854048,-0.26437557,-0.16488379,-0.84003222
1322936476.71264434,-0.26274386,-0.16716738,-0.84018779
1322936476.76063991,-0.26216567,-0.16655128,-0.83949524
1322936476.82169056,-0.26341888,-0.16565068,-0.83997190
1322936476.86955833,-0.26266804,-0.16247821,-0.84287453
1322936476.91263962,-0.26210245,-0.16540669,-0.84056264
1322936476.96876311,-0.26394340,-0.16803835,-0.83998412
1322936477.02060056,-0.26488417,-0.16727450,-0.83977789
1322936477.06170511,-0.26399645,-0.16322315,-0.84254640
1322936477.11770558,-0.26357213,-0.16436331,-0.84238088
1322936477.17029023,-0.26451343,-0.16563667,-0.84016734
1322936477.20972538,-0.26522645,-0.16637722,-0.84086657
1322936477.26168561,-0.26506475,-0.16663535,-0.84045702
1322936477.32068324,-0.26420498,-0.16627587,-0.83961374
1322936477.36064553,-0.26488152,-0.16347639,-0.84153253
1322936477.42063737,-0.26352584,-0.16308968,-0.84371585
1322936477.46065736,-0.26488212,-0.16652006,-0.83965057
1322936477.52065372,-0.26258698,-0.16259511,-0.84379876
1322936477.56171441,-0.26311687,-0.16437714,-0.84155792
1322936477.62170076,-0.26381746,-0.16677997,-0.83998626
1322936477.66172338,-0.26284567,-0.16221704,-0.84355068
1322936477.70866656,-0.26607606,-0.16397090,-0.84119856
1322936477.76852918,-0.26292443,-0.16652822,-0.84086686
1322936477.81356716,-0.26491687,-0.16512953,-0.84006131
1322936477.86065888,-0.26444429,-0.16524807,-0.84122878
1322936477.92064285,-0.26287109,-0.16412370,-0.84194422
1322936477.96864367,-0.26379138,-0.16401720,-0.83920842
1322936478.02065110,-0.26535174,-0.16677952,-0.83848011
1322936478.06169128,-0.26486373,-0.16574432,-0.84151465
1322936478.10930490,-0.26409560,-0.16587053,-0.84226674
1322936478.16946173,-0.26359755,-0.16626996,-0.84077442
1322936478.21768379,-0.26445767,-0.16564734,-0.83923435
1322936478.26861715,-0.26302293,-0.16512552,-0.84234387
1322936478.30971932,-0.26471609,-0.16725782,-0.84149498
1322936478.36055565,-0.26457334,-0.16814135,-0.84148031
1322936478.42069626,-0.26404387,-0.16638365,-0.84146309
1322936478.46169686,-0.26232660,-0.16123661,-0.84153610
1322936478.52065134,-0.26471496,-0.16537094,-0.84124333
1322936478.56170654,-0.26403287,-0.16575673,-0.84120148
1322936478.60979939,-0.26337668,-0.16588596,-0.84156156
1322936478.66069865,-0.26365408,-0.16311398,-0.84133232
1322936478.72168565,-0.26374319,-0.16400200,-0.84066677
1322936478.76191902,-0.26332480,-0.16438620,-0.84050721
1322936478.81761551,-0.26468697,-0.16386661,-0.84058881
1322936478.86870170,-0.26660654,-0.16560259,-0.84121674
1322936478.91766620,-0.26211292,-0.16399640,-0.84283155
1322936478.96069622,-0.26197815,-0.16487840,-0.84295017
1322936479.02055860,-0.26326406,-0.16183285,-0.84371024
1322936479.06166673,-0.26350445,-0.16487947,-0.84131068
1322936479.10872769,-0.26378945,-0.16208164,-0.84347272
1322936479.16068387,-0.26314217,-0.16427091,-0.83970076
1322936479.22165680,-0.26328897,-0.16489628,-0.83997011
1322936479.26868796,-0.26258686,-0.16058223,-0.84354806
1322936479.30964684,-0.26511893,-0.16690101,-0.83912998
1322936479.36068511,-0.26362062,-0.16840427,-0.84142393
1322936479.42158866,-0.26464567,-0.16296944,-0.84205407
1322936479.46165609,-0.26304215,-0.16376239,-0.84023005
1322936479.51765609,-0.26462868,-0.16209204,-0.84166116
1322936479.56868982,-0.26202732,-0.16476761,-0.84149283
1322936479.61765695,-0.26145172,-0.16694315,-0.83892035
1322936479.66068697,-0.26322886,-0.16538659,-0.84129119
1322936479.71768069,-0.26482260,-0.16686003,-0.84323061
1322936479.76857543,-0.26289150,-0.16565388,-0.84020746
1322936479.80966353,-0.26098499,-0.16529927,-0.83996844
1322936479.86070466,-0.26439556,-0.16638963,-0.84055346
1322936479.91767716,-0.26370522,-0.15955721,-0.84401792
1322936479.96069407,-0.26338154,-0.16424954,-0.84144115
1322936480.01269126,-0.26504183,-0.16651392,-0.84005815
1322936480.06068730,-0.26373520,-0.16400354,-0.84053344
1322936480.11269569,-0.26528594,-0.16284326,-0.84142745
1322936480.16070986,-0.26483774,-0.16398799,-0.84086215
1322936480.22165394,-0.26435864,-0.16501284,-0.83976465
1322936480.26165295,-0.26501527,-0.16272038,-0.84141296
1322936480.31766367,-0.26341227,-0.16235657,-0.84172261
1322936480.36961627,-0.26288354,-0.16565540,-0.84007412
1322936480.41767979,-0.26218015,-0.16564344,-0.84189349
1322936480.46960068,-0.26343077,-0.16514517,-0.84010917
1322936480.51768565,-0.26291895,-0.16512099,-0.84286922
1322936480.56069684,-0.26470205,-0.16600244,-0.84110504
1322936480.61765718,-0.26420951,-0.16562155,-0.84187669
1322936480.66869545,-0.26246271,-0.16526081,-0.84204525
1322936480.70926714,-0.26536733,-0.16775857,-0.84113002
1322936480.76863170,-0.26501998,-0.16727294,-0.83978564
1322936480.82168150,-0.26258504,-0.16604108,-0.83965582
1322936480.86163926,-0.26280057,-0.16383673,-0.84526265
1322936480.92164516,-0.26206610,-0.16387954,-0.84203291
1322936480.96869898,-0.26575676,-0.16599604,-0.84063405
